ID,name1
H4O03579,"Ljubljana (Laibach), O. in Slowenien"
H4O03580,"Lobbes, O. in Belgien (Hennegau)"
H4O03581,"Lobdengau, Gau, in Franken gelegen"
H4O03582,"Löbtau, aufgegangen in Dresden (Sachsen)"
H4O03583,Lochtum (Niedersachsen)
H4O03584,Lochweiler → Lochwiller
H4O03585,"Lochwiller (Lochweiler), O. in Frankreich (Bas-Rhin)"
H4O03586,"Lodi, Bistum in Italien (Lombardei)"
H4O03587,"Lodi, O. in Italien (Lombardei)"
H4O03588,"Loenen, O. in den Niederlanden (Utrecht)"
H4O03589,"Loingau, Gau, um die untere Leine und Aller gelegen"
H4O03590,"Loka (Lonche), O. in Slowenien"
H4O03591,"Lombardei, Gebiet in Norditalien"
H4O03592,"Lomello, O. in Italien (Lombardei)"
H4O03593,"<i>Lompaga</i>, unbekannt"
H4O03594,Lonche → Loka
H4O03595,"<i>Lonesbach</i>, unbekannt, bei Binsfeld gelegen (Rheinland-Pfalz)"
H4O03596,"<i>Longolasca</i>, unbekannt, O. in Italien, im Gebiet v. Bergamo gelegen (Lombardei)"
H4O03597,"Lonigo, O. in Italien (Venetien)"
H4O03598,"Lontzen, O. in Belgien (Lüttich)"
H4O03599,"Loose, Gut, Gemeinde Leeden (Nordrhein-Westfalen)"
H4O03600,"Loosegau, Gau, um Loose gelegen"
H4O03601,"Lorch, Kl. (Baden-Württemberg)"
H4O03602,Lorch-Passau → Passau
H4O03603,Loreto → <i>Loretum</i>
H4O03604,"<i>Loretum</i>, O. in Italien, entweder Loreto nö. Civitella in Val di Chiana (Toskana) oder Loreto nw. Cortona (Toskana)"
H4O03605,Lorsch (Hessen)
H4O03606,Losheim am See (Saarland)
H4O03607,"Lothringen, historische Region in Belgien, Deutschland, Frankreich, Luxemburg und den Niederlanden"
H4O03608,Lousberg → Aachen
H4O03609,"Lucca, O. in Italien (Toskana)"
H4O03610,"Lucignano d’Arbia, O. in Italien (Toskana)"
H4O03611,"Lucinico, O. in Italien (Friaul-Julisch Venetien)"
H4O03612,"<i>Lucinula</i>, unbekannt, wohl in Italien zu suchen"
H4O03613,"<i>Luco</i>, Burgruine in Italien (Toskana)"
H4O03614,Lug (Rheinland-Pfalz)
H4O03615,"Lugana, Waldgebiet in Italien (Lombardei)"
H4O03616,Lugnorre → <i>Levco Natres</i>
H4O03617,Lukmanierpass → Alpen
H4O03618,Luna → Luni
H4O03619,"Luni (Luna), Grafschaft in Italien, um Luni gelegen"
H4O03620,"Luni, O. in Italien, abgegangen links der Mündung der Magra sö. La Spezia (Ligurien)"
H4O03621,Lüneburg (Niedersachsen)
H4O03622,"Lupstein, O. in Frankreich (Bas-Rhin)"
H4O03623,"Lustin, Grafschaft in Belgien, um Lustin gelegen (Namur)"
H4O03624,"Lustin, O. in Belgien (Namur)"
H4O03625,"Lußhart, Forst, heute Wald in der Rheinebene zw. Alt- und Neulußheim (Baden-Württemberg)"
H4O03626,"<i>Lutera</i>, entweder Lauterb(o)urg in Frankreich (Bas-Rhin) oder Kaiserslautern (Rheinland-Pfalz)"
H4O03627,"Lutramsforst, Grafschaft, linksrheinisch im Landstrich um Speyer, evtl. identisch mit dem Speyergau"
H4O03628,"Lutry, O. in der Schweiz (Waadt)"
H4O03629,"Lüttich (Liège), O. in Belgien (Lüttich)"
H4O03630,"Lüttichgau, Gau, in Belgien zw. der Mündung v. Ourthe und der Geul in die Maas gelegen"
H4O03631,Lützenhardt (Baden-Württemberg)
H4O03632,"Lüxem, aufgegangen in Wittlich (Rheinland-Pfalz)"
H4O03633,"Maas (Meuse), Fluß durch Belgien, Frankreich und die Niederlande"
H4O03634,"Maasland, Gau, in der niederländischen Provinz Nordbrabant gelegen"
H4O03635,"Maastricht, O. in den Niederlanden (Limburg)"
H4O03636,"Macchia di Migliarino, Reichsforst in Italien am Unterlauf des Serchio gelegen (Toskana)"
H4O03637,Madenburg → <i>Parthenapolis</i>
H4O03638,"Madregolo, O. in Italien (Emilia-Romagna)"
H4O03639,"Madrignano, O. in Italien (Ligurien)"
H4O03640,Magdalenenstift → Verdun
H4O03641,Magdeburg (Sachsen-Anhalt)
H4O03642,"Magetheide, im Gebiet zw. der mittleren Aller um Celle und Uelzen gelegen (Niedersachsen)"
H4O03643,"Magreta, O. in Italien (Emilia-Romagna)"
H4O03644,Mähren
H4O03645,Maichingen (Baden-Württemberg)
H4O03646,"Maidiéres, O. in Frankreich (Meurthe-et-Moselle)"
H4O03647,"Mailand, O. in Italien (Lombardei)"
H4O03648,"Mailberg, O. in Österreich (Oberösterreich)"
H4O03649,"Main, Nebenfluß des Rheins"
H4O03650,"Maingau, Gau, um die Main ö. Frankfurt a. Main um die Mainzuflüsse Rodau, Gersprenz und Mümling und um Aschaffenburg gelegen"
H4O03651,Mainz (Rheinland-Pfalz)
H4O03652,Maira → Mera
H4O03653,"<i>Mairagum</i>, unbekannt, O. in Italien, im Gebiet nw./sw. Parma gelegen (Emilia-Romagna)"
H4O03654,"<i>Malelinum</i>, O. in Italien, wahrscheinlich abgegangen nö./sö. Siena (Toskana)"
H4O03655,"Maleo, O. in Italien (Lombardei)"
H4O03656,Malling → Mallingen
H4O03657,"Mallingen (Malling), O. in Frankreich (Moselle)"
H4O03658,Malmédy → Stablo-Malmédy
H4O03659,Maloia → Alpen
H4O03660,"Malonne, O. in Belgien, aufgegangen in Namur (Namur)"
H4O03661,Malsch (Baden-Württemberg)
H4O03662,"Malstatt, Grafschaft in der Wetterau"
H4O03663,"Manderfeld, O. in Belgien (Lüttich)"
H4O03664,"Mandrio, O. in Italien (Emilia-Romagna)"
H4O03665,"Maneggio, O. in Italien, abgegangen zw. Canda und Fratta Polesine (Venetien)"
H4O03666,"Manerbio (<i>Minervia</i>), O. in Italien (Lombardei)"
H4O03667,"Manicone, Fluß in Italien, Nebenfluß des Velino im Gebiet v. Rieti (Latium)"
H4O03668,"Mannswörth, O. in Österreich, Gemeinde Schwechat (Niederösterreich)"
H4O03669,"Manternach, O. in Luxemburg"
H4O03670,"Mantua, Grafschaft in Italien, um Mantua gelegen (Lombardei)"
H4O03671,"Mantua, O. in Italien (Lombardei)"
H4O03672,"Marano Ticino, O. in Italien (Piemont)"
H4O03673,"Maransart, O. in Belgien, aufgegangen in Lasne (Wallonisch-Brabant)"
H4O03674,"Maraue, Insel gegenüber Worms (Rheinland-Pfalz) oder wahrscheinlicher Insel an der Mündung des Mains in den Rhein, im Wiesbadener Stadtteil Mainz-Kostheim (Hessen)"
H4O03675,"Marbache, O. in Frankreich (Meurthe-et-Moselle)"
H4O03676,"Marcaria, O. in Italien (Lombardei)"
H4O03677,"March (Morava), Fluß in Tschechien, der Slowakei und Österreich, Nebenarm der Donau"
H4O03678,"Marchfeld, Ebene ö. Wien"
H4O03679,"<i>Marcledo</i>, unbekannt"
H4O03680,"Marcoing, Burg in Frankreich (Nord)"
H4O03681,"<i>Mardimago</i>, unbekannt, O. in Italien, nö. Ferrara gelegen (Emilia-Romagna oder Venetien)"
H4O03682,"Marendole, O. in Italien (Venetien)"
H4O03683,Marengo → Bosco Marengo
H4O03684,"Maretto, O. in Italien (Piemont)"
H4O03685,Marienberg → <i>Hvsůn</i>
H4O03686,"Mariengraden, Stiftskirche → Köln"
H4O03687,Marienkirche → Hainburg
H4O03688,Marienkloster → Vangadizza
H4O03689,Marienstift → Aachen
H4O03690,"Marinasco, O. in Italien, aufgegangen in La Spezia (Ligurien)"
H4O03691,Marköbel (Hessen)
H4O03692,"Marseille, O. in Frankreich (Bouches-du-Rhône)"
H4O03693,"Marspich, O. in Frankreich (Moselle)"
H4O03694,"Marstadt, Hof bei Messelhausen (Baden-Württemberg)"
H4O03695,Martinfeld (Thüringen)
H4O03696,Martinskirche → Bosco Marengo
H4O03697,Martinskirche → Florenz
H4O03698,"<i>Marzacbum</i>, unbekannt, wohl in Italien zu suchen"
H4O03699,"Maserà di Padova, O. in Italien (Venetien)"
H4O03700,"Massa Fermana, O. in Italien (Marken)"
H4O03701,"Massa Finalese, O. in Italien (Emilia-Romagna)"
H4O03702,"Massa Fiscaglia, O. in Italien (Emilia-Romagna)"
H4O03703,"<i>massa Merolana</i>, unbekannt, O. in Italien, im Gebiet v. Senigallia gelegen (Marken)"
H4O03704,"<i>massa Russiani</i>, unbekannt, O. in Italien, in der Gegend v. Osimo (Marken) oder im Gebiet v. Faenza gelegen (Emilia-Romagna)"
H4O03705,"<i>massa Sala</i>, unbekannt, O. in Italien, vermutlich in der Gegend v. Osimo gelegen (Marken)"
H4O03706,"<i>massa Uictoriada</i>, unbekannt, O. in Italien, vermutlich in den Marken gelegen"
H4O03707,"Mattsee, Kl. in Österreich (Salzburg)"
H4O03708,Matzen-Raggendorf → <i>Modzidala</i>
H4O03709,"Matzleinsdorf, O. in Österreich (Nieder-österreich)"
H4O03710,"Maubeuge, O. in Frankreich (Nord)"
H4O03711,Mechelen → Mecheln
H4O03712,"Mecheln (Mechelen), O. in Belgien (Antwerpen)"
H4O03713,"Mechterstädt, Mark um Mechterstädt (Thüringen)"
H4O03714,Medbach (Bayern)
H4O03715,"Medelano, O. in Kroatien, abgegangen (?) nö. Visignano/Viznján nö. Parenzo/Poreč (Istrien) oder nö. Rovinj/Rovigno sö. Parenzo/Poreč (Istrien)"
H4O03716,"<i>Medelekka</i>, <i>castrum</i> in Österreich, entweder Melk (Niederösterreich) oder Mödling (Niederösterreich)"
H4O03717,"Meeswijk, O. in Belgien (Limburg)"
H4O03718,Megliadino San Fidenzio → <i>Milarina</i>
H4O03719,Megliadino San Vitale → <i>Milarina</i>
H4O03720,"Mehlis, Wüstung sw. Mutzschen (Sachsen)"
H4O03721,"Meianiga, O. in Italien (Venetien)"
H4O03722,"Meißen, Markgrafschaft"
H4O03723,Meißen (Sachsen)
H4O03724,"Meledo, O. in Italien (Venetien)"
H4O03725,"Melara, O. in Italien (Venetien)"
H4O03726,"<i>Meledum</i>, unbekannt, O. in Italien, w. Langosco und sö. Vercelli gelegen (Piemont)"
H4O03727,"Melfi, O. in Italien (Basilikata)"
H4O03728,"Melk, O. in Österreich (Niederösterreich)"
H4O03729,Mellrichstadt (Bayern)
H4O03730,"Melsheim, O. in Frankreich (Bas-Rhin)"
H4O03731,"Mengede, aufgegangen in Dortmund (Nordrhein-Westfalen)"
H4O03732,"Mentirate, O. in Italien (Lombardei)"
H4O03733,Meppen (Niedersachsen)
H4O03734,"Mera, Fluß in der Schweiz und Italien"
H4O03735,"Méréville, O. in Frankreich (Meurthe-et-Moselle)"
H4O03736,"Merfeld, Wüstung, zw. Au am Rhein und Illingen gelegen (Baden-Württemberg)"
H4O03737,"Mergentheim, Grafschaft um Bad Mergentheim (Baden-Württemberg)"
H4O03738,"Mering, Königsgut (Bayern)"
H4O03739,Merklingen (Baden-Württemberg)
H4O03740,"Merlara, O. in Italien (Venetien)"
H4O03741,"Merseburg, Gau, um Merseburg gelegen (Sachsen-Anhalt)"
H4O03742,Merseburg (Sachsen-Anhalt)
H4O03743,Merxheim (Rheinland-Pfalz)
H4O03744,"Mestre, O. in Italien, Teil Venedigs (Venetien)"
H4O03745,"<i>Methelbach</i>, Fluß, bei Medbach mündender Zufluß der Aisch (Bayern)"
H4O03746,"Methymna, Bistum auf der Insel Lesbos (Griechenland) im Ägäischen Meer"
H4O03747,"<i>Metri</i>, unbekannt, O. in Italien, auf dem Gebiet v. Mantua gelegen (Lombardei)"
H4O03748,"Metten, Reichsabtei (Bayern)"
H4O03749,Mettmann (Nordrhein-Westfalen)
H4O03750,"Metz, O. in Frankreich (Moselle)"
H4O03751,"<i>Meudina</i>, ein Weiler in Italien, bei Capo Modine gelegen (Toskana)"
H4O03752,Meuse → Maas
H4O03753,"Michelbach, Burg (Baden-Württemberg)"
H4O03754,"Michelsberg, Kl. → Bamberg"
H4O03755,"Mignone, Fluß in Italien (Latium)"
H4O03756,"<i>Milarina</i>, O. in Italien, entweder Megliadino San Fidenzio (Venetien) oder Megliadino San Vitale (Venetien)"
H4O03757,<i>Milce</i> → <i>Milsca</i>
H4O03758,"<i>Milsca</i> (<i>Milce</i>), Gau um Bautzen"
H4O03759,Milvische Brücke → Rom und Tiber
H4O03760,"Mincio, Fluß in Oberitalien"
H4O03761,Minden (Nordrhein-Westfalen)
H4O03762,"Mindersdorf, Kl. (Baden-Württemberg)"
H4O03763,<i>Minervia</i> → Manerbio
H4O03764,Minheim (Rheinland-Pfalz)
H4O03765,"Minorville, O. in Frankreich (Meurthe-et-Moselle)"
H4O03766,"Mirabello Monferrato, O. in Italien (Piemont)"
H4O03767,Mobschatz (Mocozice) (Sachsen)
H4O03768,Mochau (Sachsen)
H4O03769,Mocozice → Mobschatz
H4O03770,"Modena, Grafschaft in Italien, um Modena gelegen (Emilia-Romagna)"
H4O03771,"Modena, O. in Italien (Emilia-Romagna)"
H4O03772,"Modenische Berge, um die Stadt Modena gelegen (Emilia-Romagna)"
H4O03773,Mödling → <i>Medelekka</i>
H4O03774,"<i>Modzidala</i>, O. in Österreich, entweder abgegangen (?) n. Marchegg nö. Wien (Niederösterreich) oder Matzen-Raggendorf (Niederösterreich)"
H4O03775,"Mogliano, O. in Italien (Marken)"
H4O03776,"(Molina di) Quosa (Cosa), O. in Italien (Toskana)"
H4O03777,"<i>Molinarius</i>, unbekannt, Berg in Italien, Montemignaio (Toskana) oder eine Anhöhe bei Vertine (Toskana)"
H4O03778,"Mommenheim, O. in Frankreich (Bas-Rhin)"
H4O03779,"Momo, O. in Italien (Piemont)"
H4O03780,"Mondsee, Kl. in Österreich (Oberösterreich)"
H4O03781,"Moneglia, O. in Italien (Ligurien)"
H4O03782,"Mons, O. in Belgien (Hennegau)"
H4O03783,"<i>Mons Gamoni</i>, <i>cortis Ducis prope</i>, unbekannt, wohl in Italien zu suchen"
H4O03784,"<i>Mons Longus</i>, unbekannt, O. in Italien, in der Lombardei gelegen"
H4O03785,"<i>Mons regis</i>, Hügel in Italien über dem südlichen Arnoufer sö. der Altstadt v. Florenz (Toskana)"
H4O03786,"Monselice, O. in Italien (Venetien)"
H4O03787,"Monsindoli, O. in Italien (Toskana)"
H4O03788,"Montagnana, O. in Italien (Venetien)"
H4O03789,"Montalfredo, Burg in Italien (Emilia-Romagna)"
H4O03790,Mont Cenis → Alpen
H4O03791,"Montebabbio, O. in Italien (Emilia-Romagna)"
H4O03792,"Montecassino, Kl. in Italien (Latium)"
H4O03793,"Montecavolo, O. in Italien (Emilia-Romagna)"
H4O03794,Montecchio Maggiore → <i>Montedigno</i>
H4O03795,Montecchio Precalcino → <i>Montedigno</i>
H4O03796,"<i>Montedigno</i>, O. in Italien, entweder Montecchio Maggiore (Venetien) oder Montecchio Precalcino (Venetien)"
H4O03797,"<i>Monte Domini</i>, unbekannt, Berg in Italien, in Chianti (Toskana) oder Montedomini (Toskana)"
H4O03798,"Montefeltro, Grafschaft in Italien, im Tosko-Emilianischen Apennin gelegen"
H4O03799,Montefereti → S. Leo
H4O03800,"Montegrotto Terme, O. in Italien (Venetien)"
H4O03801,"Montemartano, O. in Italien (Umbrien)"
H4O03802,Montemignaio → <i>Molinarius</i>
H4O03803,"Montemorello, Burg in Italien (Emilia-Romagna)"
H4O03804,"<i>Montepassarario</i>, unbekannt, O. in Italien, im Gebiet v. Modena gelegen (Emilia-Romagna)"
H4O03805,"Monteveglio, O. in Italien (Emilia-Romagna)"
H4O03806,"Montezane, O. in Italien (Emilia-Romagna)"
H4O03807,"Montferrat, Markgrafschaft in Italien, zw. Turin und Genua gelegen (Piemont)"
H4O03808,Montgenèvre → Alpen
H4O03809,"Monticelli Pavese, O. in Italien (Lombardei)"
H4O03810,"Montirone, O. in Italien (Emilia-Romagna)"
H4O03811,"Montirone, O. in Italien (Lombardei)"
H4O03812,"Montodine, O. in Italien (Lombardei)"
H4O03813,Montona → Motovun
H4O03814,"<i>Montonis</i>, unbekannt, <i>curtis</i> in Italien, vermutlich im Gebiet v. Fermo (Marken)"
H4O03815,"Monza, O. in Italien (Lombardei)"
H4O03816,Monzingen (Rheinland-Pfalz)
H4O03817,"Mook (a. d. Maas), Besitz in den Niederlanden (Limburg)"
H4O03818,Moosburg an der Isar (Bayern)
H4O03819,Morat → Murten
H4O03820,Morava → March
H4O03821,"Moriano, Festung in Italien (Toskana)"
H4O03822,"Moritzberg, Berg vor Hildesheim (Niedersachsen)"
H4O03823,Morscheid (Rheinland-Pfalz)
H4O03824,"Morscholz, aufgegangen in Wadern (Saarland)"
H4O03825,"Moruri, O. in Italien (Venetien)"
H4O03826,"Mosbach, aufgegangen bei Schaafheim (Hessen)"
H4O03827,"Moseburg, Burg (Niedersachsen)"
H4O03828,"Mosel, Fluß in Deutschland, Luxemburg und Frankreich, Nebenarm des Rheins"
H4O03829,"Moselgau, Gau in Frankreich, um die Mosel in Lothringen gelegen"
H4O03830,Moson → Wieselburg (Ungarn)
H4O03831,"Motovun (Montona), O. in Kroatien (Istrien)"
H4O03832,"Motrone, Fluß in Italien (Toskana)"
H4O03833,"Motrone, Kastell in Italien (Toskana)"
H4O03834,Möttlingen (Baden-Württemberg)
H4O03835,Mousay O. in Frankreich (Meuse)
H4O03836,"Moyenvic, O. in Frankreich (Moselle)"
H4O03837,"<i>Mucleto</i>, unbekannt, wohl in Italien zu suchen"
H4O03838,"Mühldorf am Inn, dortiger Forst → <i>Heît</i>"
H4O03839,Mühlhausen (Thüringen)
H4O03840,"Muiden, O. in den Niederlanden (Nordholland)"
H4O03841,"Mulbeze, Gau, zw. Oker, Aller und der bei Celle in die Aller mündenden Fuse gelegen"
H4O03842,"Mulde, Fluß, Nebenarm der Elbe (Sachsen und Sachsen-Anhalt)"
H4O03843,Mülheim an der Mosel (Rheinland-Pfalz)
H4O03844,"Mundenheim, aufgegangen in Ludwigshafen am Rhein (Rheinland-Pfalz)"
H4O03845,"Mündelheim, aufgegangen in Duisburg (Nordrhein-Westfalen)"
H4O03846,Münklingen (Baden-Württemberg)
H4O03847,Münster (Nordrhein-Westfalen)
H4O03848,(Bad) Münstereifel (Nordrhein-Westfalen)
H4O03849,"Münsterschwarzach, Kl. (Bayern)"
H4O03850,Muratel bei Villette → <i>Mvratvm</i>
H4O03851,Murten (Morat) → <i>Mvratvm</i>
H4O03852,"Müstert, aufgegangen in Piesport (Rheinland-Pfalz)"
H4O03853,"Mutzenhausen (Mutzenhouse), O. in Frankreich (Bas-Rhin)"
H4O03854,Mutzenhouse → Mutzenhausen
H4O03855,Mutzschen (Sachsen)
H4O03856,"<i>Mvratvm</i>, entweder Muratel bei Villette in der Schweiz (Waadt) oder Murten (Morat) in der Schweiz (Freiburg)"
H4O03857,"Nabburg, Mark im nördlichen und mittleren Teil der heutigen Oberpfalz ö. Arnberg"
H4O03858,"<i>Nagalthart</i>, abgegangen sw. Hirsau (Baden-Württemberg)"
H4O03859,Nägelstedt (Thüringen)
H4O03860,"Nagold, Nebenfluß der Enz (Baden-Württemberg)"
H4O03861,"<i>Nagorit</i>, Wüstung bei Emden (Sachsen-Anhalt)"
H4O03862,"Nahegau, Gau, um die Nahe gelegen"
H4O03863,Nalbach (Saarland)
H4O03864,"Namur, O. in Belgien (Namur)"
H4O03865,"Narni, Grafschaft in Italien, um Narni gelegen (Umbrien)"
H4O03866,"Naters, O. in der Schweiz (Wallis)"
H4O03867,Naumburg (Sachsen-Anhalt)
H4O03868,<i>Naunzel</i> → Noncello
H4O03869,"Nazzano, O. in Italien (Latium)"
H4O03870,"Neckar, Nebenfluß des Rheins (Baden-Württemberg, Hessen)"
H4O03871,"Neckargau, Gau, am mittleren Neckar gelegen"
H4O03872,Neehausen (Sachsen-Anhalt)
H4O03873,Neindorf (Sachsen-Anhalt)
H4O03874,"Nepi, O. in Italien (Latium)"
H4O03875,Neronische Wiesen → Rom
H4O03876,"Nesse, Nebenfluß der Hörsel (Thüringen)"
H4O03877,Netolice → Netolitz
H4O03878,"Netolitz (Netolice), O. in Tschechien (Südböhmen)"
H4O03879,Neu-Aquileia → Grado
H4O03880,Neuburg a. d. Donau (Bayern)
H4O03881,Neuburg am Inn (Bayern)
H4O03882,"Neudorf bei Parndorf, O. in Österreich (Burgenland)"
H4O03883,"Neuenheim, aufgegangen in Heidelberg (Baden-Württemberg)"
H4O03884,Neufraunhofen → <i>Frawnhouen</i>
H4O03885,"Neumagen, heute Neumagen-Dhron (Rheinland-Pfalz)"
H4O03886,"Neumark, Mark in Österreich, w. v. Leitha und March gelegen, ab 1063 mit der Mark Österreich vereint"
H4O03887,"Neusiedler See, See in Österreich (Burgenland)"
H4O03888,Neuss (Nordrhein-Westfalen)
H4O03889,"Neuweiler (Neuwiller-lès-Saverne), Kl. in Frankreich (Bas-Rhin)"
H4O03890,Neuwiller-lès-Saverne → Neuweiler
H4O03891,"<i>Niciza</i>, Gau, zw. Mulde und Elbe gelegen"
H4O03892,"Niddagau, Gau, im sw. Teil der Wetterau gelegen (Hessen)"
H4O03893,"Niederaltaich, Kl. (Bayern)"
H4O03894,"Niederbühl, aufgegangen in Rastatt (Baden-Württemberg)"
H4O03895,Niederdeidesheim → Deidesheim
H4O03896,Niederdorla → <i>Durloh</i>
H4O03897,"Niederemmel, aufgegangen in Piesport (Rheinland-Pfalz)"
H4O03898,Niederich → Köln
H4O03899,"Niederlausitz, Markgrafschaft → Ostmark (sächsisch)"
H4O03900,"Niederlauterbach, O. in Frankreich (Bas-Rhin)"
H4O03901,Niederlothringen → Lothringen
H4O03902,"Niedermünster, Nonnenkl. → Regensburg"
H4O03903,Niederpöring → <i>Beringen</i>
H4O03904,Niederrhein → Rhein
H4O03905,Niederspier → Spier
H4O03906,Nieder-Wöllstadt (Hessen)
H4O03907,"Nienburg, Kl. (Sachsen-Anhalt)"
H4O03908,Nierstein (Rheinland-Pfalz)
H4O03909,"Nigrignano, O. in Kroatien, abgegangen (?) bei Castellier/Kaštelir oder sw. Caroiba/Karojba nö. Parenzo/Poreč (Istrien)"
H4O03910,Nijmegen → Nimwegen
H4O03911,Nikolauskapelle → Montezane
H4O03912,"Nimwegen (Nijmegen), O. in den Niederlanden (Gelderland)"
H4O03913,"<i>Nisani</i>-Gau, Gau, sö. Meißen gelegen"
H4O03914,Nittel (Rheinland-Pfalz)
H4O03915,"Nivelles, Kl. in Belgien (Wallonisch-Brabant)"
H4O03916,"Noceto, O. in Italien (Emilia-Romagna)"
H4O03917,"Nogara, O. in Italien (Venetien)"
H4O03918,Noncello (<i>Naunzel</i>) → Friaul
H4O03919,Nonnenwörth → Frauenwörth
H4O03920,Norddeutschland → Deutschland
H4O03921,Nordenstadt (Hessen)
H4O03922,"Nordgau (bayerisch), Gau, im Gebiet Regensburg-Fürth und im Fichtelgebirge gelegen"
H4O03923,"Nordgau (elsässisch), Gau, im Unterelsass gelegen"
H4O03924,Nordhausen (Thüringen)
H4O03925,"Nordmark (sächsisch), Markgrafschaft zw. Elbe und Oder, in etwa auf dem Gebiet des heutigen Landes Brandenburg"
H4O03926,"Nordthüringgau, Gau, zw. Ohre und Saale gelegen"
H4O03927,"Normandie, Herzogtum"
H4O03928,Normannenreich in Süditalien
H4O03929,"<i>Nouo</i>, unbekannt, Fluß in Italien auf dem Gebiet v. Mantua (Lombardei)"
H4O03930,"Novalesa, O. in Italien (Piemont)"
H4O03931,"Novara (Novarese), O. in Italien (Piemont)"
H4O03932,Novarese → Novara
H4O03933,"Novellara, O. in Italien (Emilia-Romagna)"
H4O03934,"Noventa Padovana, O. in Italien (Venetien)"
H4O03935,"Noventa Vicentina, O. in Italien (Venetien)"
H4O03936,"Novigrad (Cittanova), O. in Kroatien (Istrien)"
H4O03937,"Novi Ligure, O. in Italien (Piemont)"
H4O03938,Nürnberg (Bayern)
H4O03939,Nürtingen (Baden-Württemberg)
H4O03940,Nußdorf (Rheinland-Pfalz)
H4O03941,"Nußdorf, O. in Österreich, aufgegangen in Wien (Wien)"
H4O03942,Nußdorf am Inn (Bayern)
H4O03943,Oberdeidesheim → Deidesheim
H4O03944,Oberdorla → <i>Durloh</i>
H4O03945,(Ober-)Ellen (Thüringen)
H4O03946,Oberhaugstett (Baden-Württemberg)
H4O03947,Oberhausen → <i>Husun</i>
H4O03948,(Ober-)Ingelheim → Ingelheim
H4O03949,Oberitalien → Italien
H4O03950,Oberlothringen → Lothringen
H4O03951,"Obermeiser, aufgegangen in Calden (Hessen)"
H4O03952,"Obermünster, Nonnenkl. → Regensburg"
H4O03953,"Oberndorf, O. in Österreich (Tirol)"
H4O03954,"Oberpleis, Hof d. Kl.s Siegburg, heute Stadtteil v. Königswinter (Nordrhein-Westfalen)"
H4O03955,Oberpöring → <i>Beringen</i>
H4O03956,Oberrhein → Rhein
H4O03957,Oberspier → Spier
H4O03958,"<i>Obertenga</i>, Land der Otbertiner/Obertenghi in Italien, in d. Grafschaften Arezzo, Lucca und Pisa gelegen"
H4O03959,Obertheres (Bayern)
H4O03960,Oberwang → <i>Buobenvvanch</i>
H4O03961,Oberwangen (Baden-Württemberg)
H4O03962,"Oberweier, aufgegangen in Gaggenau (Baden-Württemberg)"
H4O03963,Ochsenfurt (Bayern)
H4O03964,"<i>Octaui</i>, unbekannt, O. in Italien, auf dem Gebiet v. Mantua gelegen (Lombardei)"
H4O03965,"Odalengo, O. in Italien (Piemont)"
H4O03966,"Ödenburg (Sopron), O. in Ungarn (Győr-Moson-Sopron)"
H4O03967,"Oefte, aufgegangen in Essen (Nordrhein-Westfalen)"
H4O03968,"Oegstgeest, O. in den Niederlanden (Südholland)"
H4O03969,"Offagna, O. in Italien (Marken)"
H4O03970,"Oglio (<i>Oleii</i>), Fluß in Italien, Nebenfluß des Po (Lombardei)"
H4O03971,"Ohlendorf, aufgegangen in Salzgitter (Niedersachsen)"
H4O03972,Ohmen (Hessen)
H4O03973,"Ohre, Nebenfluß der Elbe (Niedersachsen und Sachsen-Anhalt)"
H4O03974,"Oker, Nebenfluß der Aller (Niedersachsen)"
H4O03975,"Olcenengo, O. in Italien (Piemont)"
H4O03976,<i>Oleii</i> → Oglio
H4O03977,Olkenbach (Rheinland-Pfalz)
H4O03978,"Ollen, Fluß (Niedersachsen)"
H4O03979,"Olmütz (Olomouc), O. in Tschechien (Olmützer Region)"
H4O03980,Olomouc → Olmütz
H4O03981,"Ölsburg, heute Ortsteil v. Ilsede (Niedersachsen)"
H4O03982,"Omiclo, Wüstung in Italien, jetzt San Miniato (Toskana)"
H4O03983,Onci → <i>Untiona</i>
H4O03984,"Oost, O. in den Niederlanden (Nordholland)"
H4O03985,Oppenheim (Rheinland-Pfalz)
H4O03986,"Oppum, aufgegangen in Krefeld (Nordrhein-Westfalen)"
H4O03987,"Orbe, O. in der Schweiz (Waadt)"
H4O03988,"Orgia, O. in Italien (Toskana)"
H4O03989,"Orgiano, O. in Italien (Venetien)"
H4O03990,Orient
H4O03991,"Orona zu Mailand, Kl. → Mailand"
H4O03992,"Ortenau, Gau, am Oberrhein zw. Elz und Oos gelegen"
H4O03993,"Orticaia, O. in Italien (Toskana)"
H4O03994,Oschatz (Sachsen)
H4O03995,Oschersleben (Sachsen-Anhalt)
H4O03996,"Osimo, Grafschaft in Italien, s./sw. Ancona gelegen (Marken)"
H4O03997,Osnabrück (Niedersachsen)
H4O03998,"Ospo, O. in Slowenien"
H4O03999,"Ossola, Grafschaft in Italien, um Domodosola zw. Simplonpass und Lago Maggiore gelegen"
H4O04000,Ostbayern → Bayern
H4O04001,"Ostellato, O. in Italien (Emilia-Romagna)"
H4O04002,"Osterfeld, aufgegangen in Oberhausen (Nordrhein-Westfalen)"
H4O04003,"Ostergau, Gau, in Thüringen gelegen"
H4O04004,Ostergau → Friesland
H4O04005,Osterhofen (Bayern)
H4O04006,"Österreich, Herzogtum"
